Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.1-192.168.10.3-53-61218-17,192.168.10.3,61218,192.168.10.1,53,17,7/7/2017 3:34,45608017,2,2,88,199,45,43,44,1.414213562,128,71,99.5,40.30508653,6.292753311,0.087703879,15200000,26200000,45500000,50325,45600000,45600000,0,45600000,45600000,45500000,45500000,0,45500000,45500000,0,0,0,0,52,72,0.043851939,0.043851939,43,128,66.4,36.32905174,1319.8,0,0,0,0,0,0,0,0,1,83,44,99.5,52,0,0,0,0,0,0,2,88,2,199,-1,-1,1,20,83554,0,83554,83554,45500000,0,45500000,45500000,BENIGN
192.168.10.1-192.168.10.3-53-60213-17,192.168.10.3,60213,192.168.10.1,53,17,7/7/2017 3:34,47046,1,1,50,152,50,50,50,0,152,152,152,0,4293.670025,42.51158441,47046,0,47046,47046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.2557922,21.2557922,50,152,84,58.88972746,3468,0,0,0,0,0,0,0,0,1,126,50,152,32,0,0,0,0,0,0,1,50,1,152,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62394-17,192.168.10.3,62394,192.168.10.1,53,17,7/7/2017 3:34,23591,1,1,52,117,52,52,52,0,117,117,117,0,7163.748887,84.77809334,23591,0,23591,23591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,42.38904667,42.38904667,52,117,73.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,110.5,52,117,32,0,0,0,0,0,0,1,52,1,117,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60557-17,192.168.10.3,60557,192.168.10.1,53,17,7/7/2017 3:34,54556719,2,2,104,275,56,48,52,5.656854249,144,131,137.5,9.192388155,6.946898695,0.073318192,18200000,31300000,54300000,71323,54500000,54500000,0,54500000,54500000,54400000,54400000,0,54400000,54400000,0,0,0,0,60,64,0.036659096,0.036659096,48,144,85.4,47.89363214,2293.8,0,0,0,0,0,0,0,0,1,106.75,52,137.5,60,0,0,0,0,0,0,2,104,2,275,-1,-1,1,20,149172,0,149172,149172,54300000,0,54300000,54300000,BENIGN
192.168.10.1-192.168.10.3-53-62271-17,192.168.10.3,62271,192.168.10.1,53,17,7/7/2017 3:34,23868,1,1,47,109,47,47,47,0,109,109,109,0,6535.947712,83.79420144,23868,0,23868,23868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.89710072,41.89710072,47,109,67.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,101.5,47,109,32,0,0,0,0,0,0,1,47,1,109,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61983-17,192.168.10.3,61983,192.168.10.1,53,17,7/7/2017 3:34,24034,1,1,45,152,45,45,45,0,152,152,152,0,8196.721311,83.21544479,24034,0,24034,24034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41.60772239,41.60772239,45,152,80.66666667,61.7764788,3816.333333,0,0,0,0,0,0,0,0,1,121,45,152,20,0,0,0,0,0,0,1,45,1,152,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62068-17,192.168.10.3,62068,192.168.10.1,53,17,7/7/2017 3:34,23596,1,1,58,152,58,58,58,0,152,152,152,0,8899.813528,84.76012884,23596,0,23596,23596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.38006442,42.38006442,58,152,89.33333333,54.2709253,2945.333333,0,0,0,0,0,0,0,0,1,134,58,152,20,0,0,0,0,0,0,1,58,1,152,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60161-17,192.168.10.3,60161,192.168.10.1,53,17,7/7/2017 3:34,46532,1,1,45,356,45,45,45,0,356,356,356,0,8617.725436,42.98117425,46532,0,46532,46532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,21.49058712,21.49058712,45,356,148.6666667,179.5559337,32240.33333,0,0,0,0,0,0,0,0,1,223,45,356,20,0,0,0,0,0,0,1,45,1,356,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62249-17,192.168.10.3,62249,192.168.10.1,53,17,7/7/2017 3:34,132480,1,1,44,81,44,44,44,0,81,81,81,0,943.5386473,15.09661836,132480,0,132480,132480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.548309179,7.548309179,44,81,56.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,84.5,44,81,32,0,0,0,0,0,0,1,44,1,81,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61452-17,192.168.10.3,61452,192.168.10.1,53,17,7/7/2017 3:34,511,1,1,49,130,49,49,49,0,130,130,130,0,350293.5421,3913.894325,511,0,511,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1956.947162,1956.947162,49,130,76,46.7653718,2187,0,0,0,0,0,0,0,0,1,114,49,130,32,0,0,0,0,0,0,1,49,1,130,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61429-17,192.168.10.3,61429,192.168.10.1,53,17,7/7/2017 3:34,125954,1,1,51,150,51,51,51,0,150,150,150,0,1595.820696,15.8788129,125954,0,125954,125954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7.93940645,7.93940645,51,150,84,57.15767665,3267,0,0,0,0,0,0,0,0,1,126,51,150,20,0,0,0,0,0,0,1,51,1,150,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62137-17,192.168.10.3,62137,192.168.10.1,53,17,7/7/2017 3:34,47346963,2,2,102,225,61,41,51,14.14213562,125,100,112.5,17.67766953,6.906461984,0.084482715,15800000,26800000,46800000,23438,47300000,47300000,0,47300000,47300000,46800000,46800000,0,46800000,46800000,0,0,0,0,52,52,0.042241358,0.042241358,41,125,73.6,37.49399952,1405.8,0,0,0,0,0,0,0,0,1,92,51,112.5,52,0,0,0,0,0,0,2,102,2,225,-1,-1,1,20,554474,0,554474,554474,46800000,0,46800000,46800000,BENIGN
192.168.10.1-192.168.10.3-53-60498-17,192.168.10.3,60498,192.168.10.1,53,17,7/7/2017 3:34,60069,1,1,47,79,47,47,47,0,79,79,79,0,2097.587774,33.29504403,60069,0,60069,60069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,16.64752202,16.64752202,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47,79,32,0,0,0,0,0,0,1,47,1,79,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61981-17,192.168.10.3,61981,192.168.10.1,53,17,7/7/2017 3:34,99926,1,1,44,93,44,44,44,0,93,93,93,0,1371.014551,20.01481096,99926,0,99926,99926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.00740548,10.00740548,44,93,60.33333333,28.29016319,800.3333333,0,0,0,0,0,0,0,0,1,90.5,44,93,32,0,0,0,0,0,0,1,44,1,93,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62215-17,192.168.10.3,62215,192.168.10.1,53,17,7/7/2017 3:34,115583175,2,2,88,322,45,43,44,1.414213562,185,137,161,33.9411255,3.547229084,0.034607113,38500000,66500000,115000000,92482,115000000,115000000,0,115000000,115000000,115000000,115000000,0,115000000,115000000,0,0,0,0,64,52,0.017303557,0.017303557,43,185,91,66.12110102,4372,0,0,0,0,0,0,0,0,1,113.75,44,161,64,0,0,0,0,0,0,2,88,2,322,-1,-1,1,32,92482,0,92482,92482,115000000,0,115000000,115000000,BENIGN
192.168.10.1-192.168.10.3-53-60941-17,192.168.10.3,60941,192.168.10.1,53,17,7/7/2017 3:34,48138,1,1,41,57,41,41,41,0,57,57,57,0,2035.813702,41.54721841,48138,0,48138,48138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.77360921,20.77360921,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41,57,32,0,0,0,0,0,0,1,41,1,57,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61526-17,192.168.10.3,61526,192.168.10.1,53,17,7/7/2017 3:34,93031,1,1,45,228,45,45,45,0,228,228,228,0,2934.505702,21.49821027,93031,0,93031,93031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.74910514,10.74910514,45,228,106,105.6550993,11163,0,0,0,0,0,0,0,0,1,159,45,228,32,0,0,0,0,0,0,1,45,1,228,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60359-17,192.168.10.3,60359,192.168.10.1,53,17,7/7/2017 3:34,46566,1,1,50,87,50,50,50,0,87,87,87,0,2942.060731,42.94979169,46566,0,46566,46566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.47489585,21.47489585,50,87,62.33333333,21.36195996,456.3333333,0,0,0,0,0,0,0,0,1,93.5,50,87,32,0,0,0,0,0,0,1,50,1,87,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62013-17,192.168.10.3,62013,192.168.10.1,53,17,7/7/2017 3:34,23949,1,1,56,126,56,56,56,0,126,126,126,0,7599.482233,83.51079377,23949,0,23949,23949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.75539689,41.75539689,56,126,79.33333333,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1,119,56,126,32,0,0,0,0,0,0,1,56,1,126,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61562-17,192.168.10.3,61562,192.168.10.1,53,17,7/7/2017 3:34,499,1,1,51,116,51,51,51,0,116,116,116,0,334669.3387,4008.016032,499,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2004.008016,2004.008016,51,116,72.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,109,51,116,32,0,0,0,0,0,0,1,51,1,116,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61079-17,192.168.10.3,61079,192.168.10.1,53,17,7/7/2017 3:34,225928,1,1,48,193,48,48,48,0,193,193,193,0,1066.711519,8.852377749,225928,0,225928,225928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.426188874,4.426188874,48,193,96.33333333,83.71578903,7008.333333,0,0,0,0,0,0,0,0,1,144.5,48,193,20,0,0,0,0,0,0,1,48,1,193,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62241-17,192.168.10.3,62241,192.168.10.1,53,17,7/7/2017 3:34,201599,1,1,51,183,51,51,51,0,183,183,183,0,1160.720043,9.92068413,201599,0,201599,201599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,4.960342065,4.960342065,51,183,95,76.21023553,5808,0,0,0,0,0,0,0,0,1,142.5,51,183,20,0,0,0,0,0,0,1,51,1,183,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61357-17,192.168.10.3,61357,192.168.10.1,53,17,7/7/2017 3:34,422,1,1,51,113,51,51,51,0,113,113,113,0,388625.5924,4739.336493,422,0,422,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2369.668246,2369.668246,51,113,71.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,107.5,51,113,20,0,0,0,0,0,0,1,51,1,113,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60617-17,192.168.10.3,60617,192.168.10.1,53,17,7/7/2017 3:34,503,1,1,51,112,51,51,51,0,112,112,112,0,324055.666,3976.143141,503,0,503,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,1988.071571,1988.071571,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107,51,112,32,0,0,0,0,0,0,1,51,1,112,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-60915-17,192.168.10.3,60915,192.168.10.1,53,17,7/7/2017 3:34,60253,1,1,52,116,52,52,52,0,116,116,116,0,2788.242909,33.19336797,60253,0,60253,60253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.59668398,16.59668398,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110,52,116,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61752-17,192.168.10.3,61752,192.168.10.1,53,17,7/7/2017 3:34,24012,1,1,70,160,70,70,70,0,160,160,160,0,9578.544061,83.29168749,24012,0,24012,24012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,41.64584374,41.64584374,70,160,100,51.96152423,2700,0,0,0,0,0,0,0,0,1,150,70,160,32,0,0,0,0,0,0,1,70,1,160,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-62543-17,192.168.10.3,62543,192.168.10.1,53,17,7/7/2017 3:34,46926,1,1,70,142,70,70,70,0,142,142,142,0,4517.751353,42.62029578,46926,0,46926,46926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21.31014789,21.31014789,70,142,94,41.56921938,1728,0,0,0,0,0,0,0,0,1,141,70,142,32,0,0,0,0,0,0,1,70,1,142,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-104.28.26.91-55347-443-6,192.168.10.5,55347,104.28.26.91,443,6,7/7/2017 3:34,577702,15,17,818,12287,210,0,54.53333333,74.40609294,1460,0,722.7647059,678.8842436,22684.70596,55.39188024,18635.54839,74758.98202,417291,1,577702,41264.42857,123101.0513,467673,17,562287,35142.9375,103387.4195,417291,1,0,0,0,0,312,352,25.96494386,29.42693638,0,1460,397.1212121,590.8837004,349143.5473,0,0,0,1,0,0,0,0,1,409.53125,54.53333333,722.7647059,312,0,0,0,0,0,0,15,818,17,12287,8192,32,14,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.5-104.28.26.91-55346-443-6,192.168.10.5,55346,104.28.26.91,443,6,7/7/2017 3:34,116823068,12,12,611,4739,195,0,50.91666667,66.050199,1460,0,394.9166667,620.9153739,45.79574986,0.205438878,5079263.826,16800000,58500000,48,117000000,10600000,23600000,58500000,1186,117000000,10600000,23600000,58500000,48,0,0,0,0,252,252,0.102719439,0.102719439,0,1460,214,458.5577027,210275.1667,0,0,0,1,0,0,0,0,1,222.9166667,50.91666667,394.9166667,252,0,0,0,0,0,0,12,611,12,4739,8192,31,11,20,99065,48418.42973,133302,64828,58300000,322990.1142,58500000,58000000,BENIGN
151.101.0.249-192.168.10.5-443-55342-6,192.168.10.5,55342,151.101.0.249,443,6,7/7/2017 3:34,5777484,9,5,381,5458,194,0,42.33333333,69.39380376,2280,0,1091.6,944.7501257,1010.647541,2.423200133,444421.8462,1571012.317,5672882,3,5777484,722185.5,2000487.441,5672882,3,43126,10781.5,12587.34874,24932,153,0,0,0,0,192,112,1.557771514,0.865428619,0,2280,389.2666667,722.5890421,522134.9238,0,0,0,1,0,0,0,0,0,417.0714286,42.33333333,1091.6,192,0,0,0,0,0,0,9,381,5,5458,8192,60,8,20,104599,0,104599,104599,5672882,0,5672882,5672882,BENIGN
151.101.0.249-192.168.10.5-443-55341-6,192.168.10.5,55341,151.101.0.249,443,6,7/7/2017 3:34,117158188,20,20,1238,7217,420,0,61.9,129.8346722,2280,0,360.85,666.8853981,72.16738449,0.341418732,3004056.103,4572379.493,10000000,49,117000000,6165427.842,4871106.424,10000000,136,117000000,6165418.789,4881662.378,10000000,49,0,0,0,0,412,544,0.170709366,0.170709366,0,2280,206.2195122,492.6350329,242689.2756,0,0,0,1,0,0,0,0,1,211.375,61.9,360.85,412,0,0,0,0,0,0,20,1238,20,7217,8192,64,19,20,25704.75,24708.4814,78891,14980,9736222.667,897783.1728,10000000,6885702,BENIGN
151.101.1.5-192.168.10.5-443-55348-6,192.168.10.5,55348,151.101.1.5,443,6,7/7/2017 3:34,118354913,43,57,3264,57680,517,0,75.90697674,138.6184922,2920,0,1011.929825,766.5712123,514.9258147,0.844916341,1195504.172,2963254.924,10100000,16,118000000,2817612.714,4044182.009,10100000,157,118000000,2113212.143,3717824.993,10100000,47,0,0,0,0,872,1248,0.363314027,0.481602314,0,2920,603.4059406,745.3609485,555562.9436,0,0,0,1,0,0,0,0,1,609.44,75.90697674,1011.929825,872,0,0,0,0,0,0,43,3264,57,57680,8192,76,42,20,1645420.818,2271832.195,5268612,14983,9112736.818,1531841.3,10100000,6279973,BENIGN
151.101.1.5-192.168.10.5-443-55350-6,192.168.10.5,55350,151.101.1.5,443,6,7/7/2017 3:34,5050936,6,3,611,166,517,0,101.8333333,204.3050823,160,0,55.33333333,90.69362344,153.8328737,1.781847958,631367,1740968.923,4939753,3,5050936,1010187.2,2231395.943,5001809,3,96067,48033.5,20351.24027,62424,33643,0,0,0,0,132,72,1.187898639,0.593949319,0,517,77.7,161.9966049,26242.9,0,0,0,1,0,0,0,0,0,86.33333333,101.8333333,55.33333333,132,0,0,0,0,0,0,6,611,3,166,8192,60,5,20,0,0,0,0,0,0,0,0,BENIGN
151.101.1.5-192.168.10.5-443-55351-6,192.168.10.5,55351,151.101.1.5,443,6,7/7/2017 3:34,5051036,6,3,611,166,517,0,101.8333333,204.3050823,160,0,55.33333333,90.69362344,153.8298282,1.781812682,631379.5,1741659.007,4941493,4,5051036,1010207.2,2232013.19,5002926,4,94226,47113,30477.71648,68664,25562,0,0,0,0,132,72,1.187875121,0.593937561,0,517,77.7,161.9966049,26242.9,0,0,0,1,0,0,0,0,0,86.33333333,101.8333333,55.33333333,132,0,0,0,0,0,0,6,611,3,166,8192,60,5,20,0,0,0,0,0,0,0,0,BENIGN
151.101.129.5-192.168.10.5-443-54832-6,192.168.10.5,54832,151.101.129.5,443,6,7/7/2017 3:34,118981886,122,177,9635,261529,313,6,78.97540984,131.2218778,4162,0,1477.564972,679.956305,2279.035987,2.512987565,399268.0738,1483725.173,10000000,0,119000000,983321.3719,2206726.767,10000000,1,119000000,675664.9943,1890874.984,10000000,1,0,0,0,0,2440,3576,1.025366164,1.487621401,0,4162,903.9,868.4972471,754287.4682,0,0,0,0,1,0,0,0,1,906.9230769,78.97540984,1477.564972,2440,0,0,0,0,0,0,122,9635,177,261529,663,348,121,20,5170379.25,6748983.109,19000000,16738,7874233.75,1853252.851,10000000,5079022,BENIGN
151.101.44.249-192.168.10.5-443-55345-6,192.168.10.5,55345,151.101.44.249,443,6,7/7/2017 3:34,115175865,29,32,819,28148,321,0,28.24137931,69.80107202,2920,0,879.625,784.8021633,251.5023438,0.529624848,1919597.75,3905988.454,10000000,1,115000000,4113423.75,4922378.519,10000000,48,110000000,3564112.935,4877765.842,10000000,48,0,0,0,0,592,784,0.251788862,0.277835986,0,2920,467.2096774,706.8623846,499654.4307,0,0,0,1,0,0,0,0,1,474.8688525,28.24137931,879.625,592,0,0,0,0,0,0,29,819,32,28148,8192,62,28,20,46418.63636,47302.85631,189042,32085,9997902.364,18288.5466,10000000,9946537,BENIGN
172.217.10.68-192.168.10.5-443-55336-6,192.168.10.5,55336,172.217.10.68,443,6,7/7/2017 3:34,119419804,31,35,2915,5267,739,0,94.03225806,149.0180043,1430,0,150.4857143,348.5903859,68.51459914,0.552672151,1837227.754,8717718.143,58700000,1,119000000,3978089.033,12600000,58700000,18,119000000,3511263.647,11900000,58700000,1,0,0,0,0,632,712,0.259588435,0.293083717,0,1430,122.119403,271.5064887,73715.77341,0,0,0,1,0,0,0,0,1,123.969697,94.03225806,150.4857143,632,0,0,0,0,0,0,31,2915,35,5267,8192,416,30,20,999211.6667,1497200.362,2727306,91847,38600000,17400000,58700000,28400000,BENIGN
172.217.12.170-192.168.10.5-443-55335-6,192.168.10.5,55335,172.217.12.170,443,6,7/7/2017 3:34,117204824,15,15,889,5399,224,0,59.26666667,75.36716476,1430,0,359.9333333,517.753591,53.64966889,0.255962161,4041545.655,15100000,58900000,2,117000000,8371773.143,21200000,58900000,13,117000000,8366217.571,21200000,58900000,2,0,0,0,0,312,312,0.12798108,0.12798108,0,1430,202.8387097,389.5725946,151766.8065,0,0,0,1,0,0,0,0,1,209.6,59.26666667,359.9333333,312,0,0,0,0,0,0,15,889,15,5399,8192,360,14,20,136543,63379.39501,181359,91727,58400000,598659.2284,58900000,58000000,BENIGN
172.217.3.99-192.168.10.5-443-55340-6,192.168.10.5,55340,172.217.3.99,443,6,7/7/2017 3:34,116535825,16,14,1075,5109,411,0,67.1875,108.3378781,1430,0,364.9285714,558.4970855,53.06522694,0.257431567,4018476.724,15000000,58100000,1,117000000,7769055,20400000,58200000,37,116000000,8957099.692,21800000,58200000,1,0,0,0,0,332,292,0.137296836,0.120134731,0,1430,199.483871,405.5466164,164468.0581,0,0,0,1,0,0,0,0,0,206.1333333,67.1875,364.9285714,332,0,0,0,0,0,0,16,1075,14,5109,8192,360,15,20,149716.5,87642.34999,211689,87744,58100000,90270.6659,58100000,58000000,BENIGN
172.82.206.1-192.168.10.5-80-54842-6,192.168.10.5,54842,172.82.206.1,80,6,7/7/2017 3:34,114156399,44,60,29738,10366,1495,6,675.8636364,742.3224583,509,6,172.7666667,237.8392397,351.3075075,0.911030839,1108314.553,2292527.601,6123537,3,114000000,2654799.977,2926240.833,6123537,3,114000000,1933340.492,2825047.029,6207763,3,1,0,0,0,880,1200,0.385436124,0.525594715,6,1495,396.0666667,577.2124037,333174.159,0,1,0,0,1,0,0,0,1,399.875,675.8636364,172.7666667,880,0,0,0,0,0,0,44,29738,60,10366,254,32,43,20,98581.52632,21687.01127,185425,85270,5904452.105,78947.61646,6123537,5657432,BENIGN
173.193.144.4-192.168.10.5-80-55310-6,192.168.10.5,55310,173.193.144.4,80,6,7/7/2017 3:34,43,2,0,12,0,6,6,6,0,0,0,0,0,279069.7674,46511.62791,43,0,43,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,40,0,46511.62791,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
178.255.83.1-192.168.10.5-80-55344-6,192.168.10.5,55344,178.255.83.1,80,6,7/7/2017 3:34,47451,3,4,441,871,435,0,147,249.4333578,859,0,217.75,427.5093566,27649.57535,147.5206002,7908.5,11880.84246,23291,4,23659,11829.5,16401.34179,23427,232,24160,8053.333333,13437.55816,23566,4,0,0,0,0,72,92,63.22311437,84.29748583,0,859,164,318.937074,101720.8571,0,0,0,1,0,0,0,0,1,187.4285714,147,217.75,72,0,0,0,0,0,0,3,441,4,871,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN
178.255.83.1-192.168.10.5-80-55344-6,192.168.10.5,55344,178.255.83.1,80,6,7/7/2017 3:34,11265,2,0,12,0,6,6,6,0,0,0,0,0,1065.246338,177.5410564,11265,0,11265,11265,11265,11265,0,11265,11265,0,0,0,0,0,0,0,0,0,40,0,177.5410564,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-62452-17,192.168.10.5,62452,192.168.10.3,53,17,7/7/2017 3:34,180,2,2,86,118,43,43,43,0,59,59,59,0,1133333.333,22222.22222,60,91.88579869,166,3,3,3,0,3,3,11,11,0,11,11,0,0,0,0,40,40,11111.11111,11111.11111,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-57368-17,192.168.10.5,57368,192.168.10.3,53,17,7/7/2017 3:34,196,2,2,70,174,35,35,35,0,87,87,87,0,1244897.959,20408.16327,65.33333333,106.2324495,188,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,10204.08163,10204.08163,35,87,55.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,69.75,35,87,40,0,0,0,0,0,0,2,70,2,174,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-49411-17,192.168.10.5,49411,192.168.10.3,53,17,7/7/2017 3:34,169,2,2,64,96,32,32,32,0,48,48,48,0,946745.5621,23668.63905,56.33333333,90.64399226,161,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,11834.31953,11834.31953,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-59555-17,192.168.10.5,59555,192.168.10.3,53,17,7/7/2017 3:34,151,2,2,86,142,43,43,43,0,71,71,71,0,1509933.775,26490.06623,50.33333333,81.11925378,144,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,13245.03311,13245.03311,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-55013-17,192.168.10.5,55013,192.168.10.3,53,17,7/7/2017 3:34,265,2,2,86,142,43,43,43,0,71,71,71,0,860377.3585,15094.33962,88.33333333,147.8016689,259,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,7547.169811,7547.169811,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
